id,path,en_name,en_description
1_81091,mineral_images\quartz\027cf132-2caa-4cfa-b375-fc3720042523_1_81091.jpg,quartz,
1_85697,mineral_images\quartz\23ab18b3-217e-4ed9-9afc-699cafd8f330_FMM_1_85697.JPG,quartz,"colorless transparent prism with imprints of chlorite helminths on the surface and ingrowths of micaceous schist flakes. with auto-epitaxic growth of a short-prismatic block crystal, sod. inclusions of fine-fiber gray rutile; limonized pyrite.

8.5x3.5x3 cm."
1_44775,mineral_images\cassiterite\17d0f0a5-3135-4f15-bec7-135096b6ae9e_DSCN6640.JPG,cassiterite,
1_21111,mineral_images\cassiterite\351c643f-8331-4790-83dd-0897cde8a78b_DSCN6295.JPG,cassiterite,
1_57541,mineral_images\hematite\4bae7cb3-a878-46a0-aa4c-86d638566bf7_IMG_2016.jpg,hematite,
1_22589,mineral_images\topaz\1ad53f1a-180b-4bff-a9f2-c3fe210712bf_1_22589.jpg,topaz,
1_83060,mineral_images\agate\2715261f-6a46-41c2-94e7-4c20db6d66ec_1_83060.jpg,agate,black
1_8860,mineral_images\calcite\8ac6f27c-cef9-46b7-b567-290e90fb6cff_FMM_1_8860.JPG,calcite,
1_20745,mineral_images\quartz\58a87c08-173d-473d-9f39-35bab93b34f8_1_20745.jpg,quartz,
1_11493,mineral_images\quartz\58fd5175-73e9-45c9-ab24-65fa944577a7_1_11493.jpg,quartz,
1_84035,mineral_images\agate\f9d424c2-d13f-4843-bcae-2547325bdfb7_1_84035.jpg,agate,agate chalcedony-quartz. execution of cavities stuck together lithophysis
1_73501,mineral_images\corundum\47644ca6-5714-4d2a-a5d9-cea001072a86_IMG_2683.JPG,corundum,corundum in syenite.
2_32315,mineral_images\calcite\ce620f39-db8a-4edf-bf82-05d71dbe7910_2_32315_calcite_mm.jpg,calcite,a greenish-yellow crust of split calcite crystals on the walls of a cavity in an oxidized polymetallic ore.
1_9901,mineral_images\quartz\ed98860a-4a70-4920-8fb2-940ab0aa3287_1_9901.jpg,quartz,"""sugar ore""."
1_83665,mineral_images\chalcedony\136b960c-8494-46b6-8903-f1816db5de64_FMM_1_83665.JPG,chalcedony,oriented pseudostalactites
1_27185,mineral_images\corundum\6cdce07e-faad-4386-96c0-26c52eee5f0b_1_27185_3_w.jpg,corundum,
1_40504,mineral_images\cassiterite\2f048628-8f58-408e-bd20-168f5798fc16_DSCN6504.JPG,cassiterite,
1_22356,mineral_images\quartz\cbdc3f85-8d14-4b37-879a-c5131a225d19_1_22356.jpg,quartz,smoky quartz.
1_27576,mineral_images\corundum\2dd3704a-14ff-4f3e-a34f-4abc0d42135a_6_1_1_27576.jpg,corundum,
1_2635,mineral_images\quartz\3623bcf2-2b4f-46a7-b67e-fcd6ba904803_1_2635.jpg,quartz,
1_44896,mineral_images\corundum\56598fd3-3f11-4442-8068-913e52e273cb_IMG_1766.JPG,corundum,
1_17304,mineral_images\hematite\3340fcf0-0013-4088-b4a7-50fcbd568bd7_IMG_4677.jpg,hematite,individual crystals.
1_88818,mineral_images\magnetite\411e6620-b88c-4abb-a8f7-fd4e47a7cb36_FMM_1_88818.JPG,magnetite,a group of five intergrown crystals up to 3 cm with concave rhombic dodecahedron faces and convex octahedron faces on andradite-epidote skarn with quartz crystals sprinkled with clinochlore.
1_4014,mineral_images\cassiterite\90a54b05-82d6-4c9d-88a5-bcc6c9b87dc1_1_4014.jpg,cassiterite,
1_48410,mineral_images\corundum\9286396e-6b43-425a-a84d-0919b33a963c_IMG_3197.JPG,corundum,sapphire in the breed.
1_22178,mineral_images\quartz\4adcf2b7-817e-408e-b8b6-f4a4b1a175b6_1_22178.jpg,quartz,
1_9832,mineral_images\chalcedony\6ffb55f6-2a9a-427a-bb44-40424f549386_9832.jpg,chalcedony,
1_84307,mineral_images\quartz\6222c645-1805-4230-93a9-314bc6d8f4d6_FMM_1_84307.JPG,quartz,"smoky quartz (druse).

27x18 cm."
1_30374,mineral_images\corundum\c85aba99-7aa1-468b-815f-994894a495f1_IMG_2678.JPG,corundum,corundum is colorless.
1_49667,mineral_images\beryl\f67680e4-2a2b-41e8-b88b-d109b6aaf118_1_49667.jpg,beryl,
1_33949,mineral_images\quartz\07ee012a-9ec6-4b0e-99d0-cbe312b88351_33949.jpg,quartz,
1_65381,mineral_images\cassiterite\f5cc4b89-0b3c-441a-8e5f-28f0f497f49d_1_65381.jpg,cassiterite,
1_17059,mineral_images\quartz\ab1da35d-6e98-48a0-8a78-812310287ac4_1_17059.jpg,quartz,
1_29223,mineral_images\quartz\6301c71f-5587-4ac2-9882-a24a25e3afa9_1_29223.jpg,quartz,
5_6385,mineral_images\chalcedony\17730f84-941c-4d8d-9ba9-0784346cf403_5_6385.jpg,chalcedony,11.5x8
1_71196,mineral_images\quartz\7782bf18-d032-4f21-83a3-db3949262423_71196.jpg,quartz,
1_78415,mineral_images\topaz\19609914-2ef9-46d0-bbcd-7d6493049df9_FMM_1_78415.JPG,topaz,
1_94045,mineral_images\calcite\b1829775-43d7-4199-ba92-8f74400ee5ad_FMM_1_94045.JPG,calcite,"auto-epitaxy of a rhombohedral crystal with well-developed faces of a 2 x 3 x 3.5 hexagonal prism on a prismatic crystal. the faces of the rhombohedron are shiny near the edges and dull in the central ""concave"" parts."
1_83278,mineral_images\agate\75d411c9-9db6-445f-8f24-9846480776e0_1_83278.jpg,agate,vein in basalt
1_12587,mineral_images\chalcedony\cdc72842-c2ba-489d-a5f5-6018d3a45ef6_1_12587.jpg,chalcedony,
1_9174,mineral_images\magnetite\167d21f4-04f6-46a6-b82c-fac714306002_IMG_2567.JPG,magnetite,
1_81730,mineral_images\quartz\7c40b569-6c54-4e0d-8e09-6eff55a6b140_FMM_1_81730.JPG,quartz,pink
1_57128,mineral_images\hematite\c52d98e3-e4ed-401f-a08a-ced87ac9093d_IMG_3567.jpg,hematite,
1_26854,mineral_images\beryl\871f3820-4685-45f8-bd5c-7cf7a2d707f8_1_26854.jpg,beryl,
1_25965,mineral_images\corundum\9599cc00-0e70-4462-8dc6-e126718dd61f_1_25965.jpg,corundum,double.
1_70113,mineral_images\agate\4096f623-eff5-45c0-b347-999d7982ff43_1_70113.jpg,agate,
1_39205,mineral_images\quartz\5ec097b2-86bc-471d-affe-38a79ae04f52_1_39205.jpg,quartz,
1_29883,mineral_images\cassiterite\289d761b-3fe0-46d5-9f90-9e5def76e558_DSCN6439.JPG,cassiterite,
1_17378,mineral_images\hematite\2abf16d4-ab8e-4012-9eda-e554d48590ba_IMG_1347.JPG,hematite,
1_45860,mineral_images\cassiterite\8534875a-e520-4250-b525-03bc9b361f9a_1_45860.jpg,cassiterite,
1_22556,mineral_images\topaz\40d91490-49b1-4cd7-a051-f2e36a97d9b0_1_22556.jpg,topaz,flat single crystal.
1_22736,mineral_images\hematite\8a0be4e2-c30f-423f-8c4b-ecb63df491fe_IMG_3988.jpg,hematite,separate large crystal.
1_28926,mineral_images\quartz\cbf606d1-0db7-452f-b48a-6375eb5a34b9_28926.jpg,quartz,
1_56237,mineral_images\cassiterite\9a089211-acf5-4c80-a4a6-02613f39f4da_DSCN6486.JPG,cassiterite,
1_53570,mineral_images\cassiterite\a60b44b3-cb5d-4ee8-a7da-12e94b017190_DSCN6687.JPG,cassiterite,
1_40109,mineral_images\corundum\969ee8c1-2d4d-43a3-a2cd-02f53138625b_IMG_1754.JPG,corundum,
1_4089,mineral_images\corundum\1a97aa50-01ba-4781-bf2e-f827277d88ee_IMG_3437.JPG,corundum,
1_26881,mineral_images\topaz\c1980fd8-7a1c-4f89-8ac6-a16ac23e5d89_1_26881.jpg,topaz,
1_92673,mineral_images\corundum\7b0f69e9-b833-443e-9afe-c238629cafd7_FMM_1_92673.JPG,corundum,a fragment of a pink ninacoidal-rhombohedral corundum crystal with inclusions of muscovite and enclosing marble.
1_48452,mineral_images\hematite\f2fb6f8f-d575-4488-a2de-f0b33a2fa26b_FMM_1_48452.JPG,hematite,pseudomorphosis after calcite.
1_83633,mineral_images\chalcedony\a4e50ef1-9611-4682-b9e7-9992311d8719_1_83633.jpg,chalcedony,chalcedony in lithophyses
1_2577,mineral_images\quartz\5adf8732-2df6-4adc-a20b-bd27fcc81c37_1_2577.jpg,quartz,
1_22587,mineral_images\topaz\c5c124d0-29a7-4524-b838-1a2747590895_1_22587.jpg,topaz,4 tubes
1_29074,mineral_images\magnetite\0c750b52-f257-4527-a6b4-89c9e57de52c_1_29074.jpg,magnetite,
1_30529,mineral_images\quartz\fd3692c7-0713-4c63-9649-a93a5a22282a_1_30529.jpg,quartz,
1_62728,mineral_images\topaz\a1376c4e-c47a-4f0e-8abf-c5447dbf92f2_1_62728.jpg,topaz,
1_63708,mineral_images\calcite\1b67249a-d727-411e-bd26-3ffeac501599_1_63708.jpg,calcite,
1_70607,mineral_images\hematite\17ddb9d2-bb3b-4ac4-922d-3222c9ccc07e_IMG_3180.jpg,hematite,
7_6612,mineral_images\quartz\fb1a17eb-1e54-4bca-8dec-ed079ef04bc7_FMM_7_6612.JPG,quartz,flattened rock crystal 6x6x2cm.
1_5469,mineral_images\hematite\1bab5603-f97d-469b-8c50-7fa76284e375_IMG_1557.JPG,hematite,
1_71986,mineral_images\calcite\f29abc86-849d-4363-a9ed-4d2710755e7f_FMM_1_71986.JPG,calcite,calcite with bitumen. the period of education is 9 months.
1_56683,mineral_images\quartz\7798733c-b6af-4b28-93b1-3b9e5ca518e6_1_56683.jpg,quartz,
1_12259,mineral_images\quartz\34bbc75b-33fc-4c53-a588-10c5311d155e_1_12259.jpg,quartz,
1_10116,mineral_images\hematite\50fd74bf-c7de-44cd-aaa1-2e3559f5b0d9_IMG_5526.JPG,hematite,
1_40844,mineral_images\quartz\9db282fd-0ed6-4401-a8b3-fc74c527d179_1_40844_quartz_els_W.jpg,quartz,"smoky quartz crystal, 47x40 cm, weight 126 kg."
1_10611,mineral_images\topaz\d770d7a4-1016-44e9-81d7-c58611e3f96e_1_10611.jpg,topaz,
1_38350,mineral_images\magnetite\5ceeae10-a68d-478e-87c6-23ba2936cc36_IMG_2548.JPG,magnetite,
1_2784,mineral_images\quartz\7dfd429c-70e9-438a-8dc8-9123899a1f99_1_2784.jpg,quartz,
1_84333,mineral_images\beryl\d14b7428-8a0b-4ad9-8622-5634cdfc82f7_FMM_1_84333.JPG,beryl,"green crystal in mica.

2x2.2x2.5 cm."
1_50141,mineral_images\cassiterite\13c8d852-e754-468f-9ca2-8de4f3d6ec69_1_50141.jpg,cassiterite,
1_32336,mineral_images\topaz\8f4f86a0-7c60-436a-bf01-82afcefcf790_1_32336.jpg,topaz,
1_29502,mineral_images\topaz\f67e0ec2-94db-42f1-8ed3-0592389b71e4_1_29502.jpg,topaz,topaz pink.
7_1442,mineral_images\calcite\c3e44a18-f6a5-48db-9b89-52a83cf7f07a_FMM_7_1442.JPG,calcite,"short-prismatic yellowish calcite crystal (prism, obtuse rhombohedron blunted by a scalenohedron with rounded edges) 12x7mm in size on a crust of 5mm prismatic quartz crystals in a geode of a quartz-chalcedonic kidney-shaped nodule, fine-grained siderite."
1_28491,mineral_images\hematite\53182a01-e49d-4ffb-b137-b89b71fe6f2b_IMG_1458.JPG,hematite,
1_78148,mineral_images\quartz\c1d65bfd-e265-4aff-86f1-24d6b33e8d78_1_78148.jpg,quartz,
1_22357,mineral_images\quartz\ca6d7e36-bc6c-4423-a505-a8b267465864_IMG_6028.jpg,quartz,smoky quartz.
1_34387,mineral_images\quartz\e8a39ecd-ba4b-47df-87ee-00df87e91d6f_1_34387.jpg,quartz,
1_9193,mineral_images\beryl\ea6352d2-7e98-4d10-b265-35e88af26714_1_9193.jpg,beryl,
1_86772,mineral_images\chalcedony\7166cd2d-0168-4333-a86d-a6b85465ff13_FMM_1_86772.JPG,chalcedony,"grayish-blue zonal-concentric agate from the apical part of the tonsil with bottom jasper, with a section of several canals (the remains of jasper are preserved in places).

5x8x5.5; 4x5x8 cm."
1_48256,mineral_images\quartz\802f5c7b-ae9e-4685-b02b-06ec79ae814b_1_48256.jpg,quartz,
1_43358,mineral_images\magnetite\8e4df6b7-d719-42f5-bdec-880624be3ba5_FMM_1_43358.JPG,magnetite,
1_70929,mineral_images\cassiterite\04027cb6-8914-42ac-b079-7de1b2bb42ff_1_70929.jpg,cassiterite,
1_77819,mineral_images\corundum\f8e91dda-f5ee-4a87-b889-d96b0d819222_FMM_1_77819.JPG,corundum,15cm.
1_22336,mineral_images\agate\bc06fa3b-3e8f-4687-9f04-2c99225f55ce_1_22336.jpg,agate,
1_12272,mineral_images\quartz\44473e0e-86ca-498a-860d-3d9b53776b3a_1_12272.jpg,quartz,
1_42198,mineral_images\magnetite\48caa568-5db9-482b-903f-0a17e3ce616c_FMM_1_42198.JPG,magnetite,
1_41190,mineral_images\topaz\33b2b2f3-e4ac-4ad0-ac98-08bea19cfe59_1_41190.jpg,topaz,
1_33306,mineral_images\topaz\eaad4ea5-96ea-4562-92f6-ccb7f0fba40f_1_33306.jpg,topaz,
1_57021,mineral_images\topaz\d42ac50e-2b4e-4fad-94ed-abf80eb86087_1_57021.jpg,topaz,
1_39643,mineral_images\chalcedony\e9dd7a5d-ff0f-4300-847b-0e3cff904585_1_39649.jpg,chalcedony,
1_48263,mineral_images\quartz\45843e9d-f5d5-4d57-b330-ddfc17fba6a6_IMG_6531.jpg,quartz,
1_21432,mineral_images\chalcedony\f50ec421-8962-43d2-8e52-39dbcc514f85_1_21432.jpg,chalcedony,
5_219,mineral_images\chalcedony\e86ba2d7-0407-4464-b01e-17b4cd22febc_5_219.jpg,chalcedony,"spotted pinkish chalcedony. 2 polished inserts.

2.5x2

1.75x2"
1_27958,mineral_images\agate\81bff9bc-46e4-467d-af22-d97b1990060a_27958.jpg,agate,gray agate in purple.
1_83586,mineral_images\topaz\633976ac-a54d-4d14-ba54-aa63e6ca37d7_1_83586.jpg,topaz,
1_84269,mineral_images\beryl\03b91df1-ad2c-4ee1-8da1-19784925b1de_FMM_1_84269.JPG,beryl,blue enhanced transparent
1_51229,mineral_images\topaz\c9a9f038-6f0c-4752-9f4b-7ae4a923e28e_1_51229.jpg,topaz,
1_64860,mineral_images\magnetite\81d3410b-b8b8-484a-a7d8-eeafabdbedf0_1_64860.jpg,magnetite,
1_31334,mineral_images\topaz\9c87b2c2-4b99-4ae4-96ae-388aca36d60a_1_31334.jpg,topaz,
1_59094,mineral_images\quartz\f623e7c9-0819-48d1-af9a-bb5f7b53f3ca_1_59094.jpg,quartz,
1_34659,mineral_images\chalcedony\8edcdf04-868c-44cf-8af0-94f1c3c8a2f2_34659.jpg,chalcedony,
1_2908,mineral_images\quartz\15d27d01-1631-48af-9861-8688c8ad354c_1_2908.jpg,quartz,
1_30514,mineral_images\quartz\27572ae7-45e4-4226-b819-ff45036ecbe8_1_30514.jpg,quartz,
2_32322,mineral_images\magnetite\624effda-83ba-4d41-a838-4cf7985c4e0f_FMM_2_32322.JPG,magnetite,"large-lamellar aggregate of musketovite with epidote, andradite, quartz"
3_388,mineral_images\chalcedony\10daeecc-8ef7-4c38-a4e2-93b2e9e2b7c8_3_388.jpg,chalcedony,
1_14630,mineral_images\beryl\779ac0eb-48d7-4b94-b71c-811e010437af_1_14630_1.jpg,beryl,
1_26434,mineral_images\beryl\df18df1e-afa9-4683-845d-d3f2fd6f2ee0_1_26434.jpg,beryl,
1_34339,mineral_images\quartz\626e7830-e59e-4cf6-9b3c-cce14c6ac5f8_34339.jpg,quartz,
5_246,mineral_images\agate\da373a12-af8f-485b-9a6d-6c7d5f0a2ce8_5_246.jpg,agate,"oval polished insert

1.4x1.2"
1_84028,mineral_images\chalcedony\4502c25d-a352-4528-9e79-54f23aadc37b_1_84028.jpg,chalcedony,in mandelstein's tonsil
1_70912,mineral_images\quartz\34bbdbc2-83e9-4a15-b162-7a2bb6989683_1_70912.jpg,quartz,
1_88063,mineral_images\agate\a1c13f92-6284-466b-a122-c60841dfcf30_FMM_1_88063.JPG,agate,
1_22230,mineral_images\quartz\7e38edbd-c753-4a80-a3f7-52b166c85929_1_22230.jpg,quartz,smoky quartz.
1_9695,mineral_images\quartz\bf1139fa-0db6-45fe-8139-80d65d71c57c_1_9695.jpg,quartz,
5_1353,mineral_images\chalcedony\ee2c907b-4ad8-4654-92d4-63e1d3e4dc6d_5_1353.jpg,chalcedony,"rectangular plate.

11x8"
1_84517,mineral_images\agate\40156b49-bdd2-4021-86ba-cbfa687379cf_FMM_1_84517.JPG,agate,"with spherulites of calcite on the periphery, partially replacing. chalcedony.

9.5x9 cm."
1_52,mineral_images\hematite\47bd14d8-883a-46b7-af36-862426b54613_IMG_3748.jpg,hematite,"accumulation of small flakes of hematite in a garnet-epidote skarn with calcite, size 9.5 x 5 x 4 cm."
1_54232,mineral_images\quartz\bb772ddd-efe5-4183-8825-97f5cf4b8bcf_54232.jpg,quartz,
1_10729,mineral_images\topaz\6afeec00-6fce-4856-a697-2a5eace44b3e_1_10729.jpg,topaz,crystal overgrown on smoky quartz crystals with albite.
1_3352,mineral_images\chalcedony\91aeab52-8fe8-4394-aa25-2ca2e1aae537_3352.jpg,chalcedony,
1_12163,mineral_images\quartz\a05e5cad-8fda-4efe-906b-08366f7d0af8_1_12163.jpg,quartz,
1_31311,mineral_images\topaz\3f5aee21-4f0a-49f2-8f4c-bf48c18d5c2c_1_31311.jpg,topaz,
1_46660,mineral_images\cassiterite\ff14f3b0-6493-4d22-bf8c-ef0d3ea58ab6_1_46660.jpg,cassiterite,
1_28394,mineral_images\hematite\2e78448d-a603-4e21-928d-ad55749c1ea5_IMG_2873.jpg,hematite,
1_11170,mineral_images\quartz\0470e4d1-928a-46b2-9a13-5a2c11187b7f_1_11170.jpg,quartz,
1_89389,mineral_images\topaz\1393b029-7762-4e86-af9e-a24e1f61e8e4_1_89389.jpg,topaz,"a colorless transparent crystal faceted with a habit prism (100), with a large corroded basopinacoid and small dipyramid facets. in the peripheral part, there are ingrowths of indicolite and kukeite. 2x1.5x3.5cm"
